original_post_id,media_id,post_name,url,extract_result,delete_http_status,delete_result,delete_note,public_status_after_delete,final_verdict
366374,366373,blockchainfx-vs-bitcoin-hyper-vs-little-pepe-a-deep-dive-into-q4s-hottest-crypto-presales,https://coincu.com/blockchainfx-vs-bitcoin-hyper-vs-little-pepe-a-deep-dive-into-q4s-hottest-crypto-presales/,media_link,200,deleted,,200,still_live_or_needs_purge
366028,366027,top-1000x-cryptos-in-uptober-rally-blockchainfx-leads-presale-momentum-over-hedera-and-world-liberty-financial,https://coincu.com/top-1000x-cryptos-in-uptober-rally-blockchainfx-leads-presale-momentum-over-hedera-and-world-liberty-financial/,media_link,200,deleted,,200,still_live_or_needs_purge
365687,365686,xrp-bnb-rally-but-blockdags-411m-presale-shows-bigger-upside,https://coincu.com/xrp-bnb-rally-but-blockdags-411m-presale-shows-bigger-upside/,media_link,200,deleted,,200,still_live_or_needs_purge
365667,365666,blockdag-vs-bullzilla-real-traction-vs-hype-in-2025s-presale-showdown,https://coincu.com/blockdag-vs-bullzilla-real-traction-vs-hype-in-2025s-presale-showdown/,media_link,200,deleted,,200,still_live_or_needs_purge
365685,365684,bnb-price-prediction-2025-can-binance-coin-reach-1200-while-this-altcoin-presale-aims-for-100x-roi,https://coincu.com/bnb-price-prediction-2025-can-binance-coin-reach-1200-while-this-altcoin-presale-aims-for-100x-roi/,media_link,200,deleted,,200,still_live_or_needs_purge
365653,365652,top-crypto-to-buy-bdag-presale-climbs-while-ltc-hype-lose-ground,https://coincu.com/top-crypto-to-buy-bdag-presale-climbs-while-ltc-hype-lose-ground/,media_link,200,deleted,,200,still_live_or_needs_purge
365615,365614,blockdags-nearly-415m-presale-bwt-alpine-f1-deal-outshine-xrp-ada,https://coincu.com/blockdags-nearly-415m-presale-bwt-alpine-f1-deal-outshine-xrp-ada/,media_link,200,deleted,,200,still_live_or_needs_purge
365409,365408,hbar-price-prediction-doge-update-blockdags-nearly-415m-presale-makes-it-a-top-crypto,https://coincu.com/hbar-price-prediction-doge-update-blockdags-nearly-415m-presale-makes-it-a-top-crypto/,media_link,200,deleted,,200,still_live_or_needs_purge
365075,365074,who-owns-blockdag-the-real-identity-behind-blockdags-410m-presale-success,https://coincu.com/who-owns-blockdag-the-real-identity-behind-blockdags-410m-presale-success/,media_link,200,deleted,,200,still_live_or_needs_purge
365073,365072,xrp-price-analysis-at-3-litecoin-holds-114-blockdag-presale-dominates-top-crypto-coins-of-2025,https://coincu.com/xrp-price-analysis-at-3-litecoin-holds-114-blockdag-presale-dominates-top-crypto-coins-of-2025/,media_link,200,deleted,,200,still_live_or_needs_purge
364775,364774,aster-breaks-2-mark-while-early-gainers-are-eyeing-up-blockchainfxs-presale,https://coincu.com/aster-breaks-2-mark-while-early-gainers-are-eyeing-up-blockchainfxs-presale/,media_link,200,deleted,,200,still_live_or_needs_purge
364721,364720,blockdag-presale-xrp-price-forecast-shiba-inu-rally-in-focus,https://coincu.com/blockdag-presale-xrp-price-forecast-shiba-inu-rally-in-focus/,media_link,200,deleted,,200,still_live_or_needs_purge
364731,364730,best-presale-crypto-in-2025-blockdag-leads-q4-with-410m-raised-and-live-testnet,https://coincu.com/best-presale-crypto-in-2025-blockdag-leads-q4-with-410m-raised-and-live-testnet/,media_link,200,deleted,,200,still_live_or_needs_purge
364504,364503,link-drops-8-eth-holds-4k-blockdags-raise-over-410m-in-historic-presale,https://coincu.com/link-drops-8-eth-holds-4k-blockdags-raise-over-410m-in-historic-presale/,media_link,200,deleted,,200,still_live_or_needs_purge
363612,,top-crypto-to-invest-in-after-missing-hederas-ico-gains-blockchainfx-presale-could-be-the-next-crypto-to-explode,https://coincu.com/top-crypto-to-invest-in-after-missing-hederas-ico-gains-blockchainfx-presale-could-be-the-next-crypto-to-explode/,fetch_error:IncompleteRead(0 bytes read),,skip_no_media_id,,200,still_live_or_needs_purge
363610,363609,top-crypto-to-invest-in-2025-litecoin-price-battles-120-while-blockchainfx-presale-emerges-as-the-best-crypto-presale,https://coincu.com/top-crypto-to-invest-in-2025-litecoin-price-battles-120-while-blockchainfx-presale-emerges-as-the-best-crypto-presale/,media_link,200,deleted,,200,still_live_or_needs_purge
363581,,maxi-doge-momentum-builds-while-blockdags-gamified-presale-nears-410m,https://coincu.com/maxi-doge-momentum-builds-while-blockdags-gamified-presale-nears-410m/,fetch_error:IncompleteRead(0 bytes read),,skip_no_media_id,,200,still_live_or_needs_purge
363126,363125,blockdag-presale-nearly-hits-410m-batch-30-growth-now,https://coincu.com/blockdag-presale-nearly-hits-410m-batch-30-growth-now/,media_link,200,deleted,,200,still_live_or_needs_purge
363054,363053,maxi-doge-hype-surges-but-blockdags-presale-nears-record-410m,https://coincu.com/maxi-doge-hype-surges-but-blockdags-presale-nears-record-410m/,media_link,200,deleted,,200,still_live_or_needs_purge
362873,362872,blockdag-0-0013-presale-outshines-doge-and-ada-as-investors-eye-best-crypto-for-2025,https://coincu.com/blockdag-0-0013-presale-outshines-doge-and-ada-as-investors-eye-best-crypto-for-2025/,media_link,200,deleted,,200,still_live_or_needs_purge
362614,362613,toncoin-3-10-ethereum-nears-5k-blockdag-presale-hits-600m,https://coincu.com/toncoin-3-10-ethereum-nears-5k-blockdag-presale-hits-600m/,media_link,200,deleted,,200,still_live_or_needs_purge
362612,362611,eth-volume-surges-shib-breaks-resistance-blockdag-confirms-20-listings,https://coincu.com/eth-volume-surges-shib-breaks-resistance-blockdag-confirms-20-listings/,media_link,200,deleted,,200,still_live_or_needs_purge
362610,362609,sol-rockets-30-ada-holds-0-90-blockdag-dominates-with-407m-presale,https://coincu.com/sol-rockets-30-ada-holds-0-90-blockdag-dominates-with-407m-presale/,media_link,200,deleted,,200,still_live_or_needs_purge
361987,361986,ethereum-doge-stall-blockdag-hits-nearly-405m-in-presale,https://coincu.com/ethereum-doge-stall-blockdag-hits-nearly-405m-in-presale/,media_link,200,deleted,,200,still_live_or_needs_purge
361985,361984,tron-0-33-ada-0-85-struggle-as-blockdag-presale-grows,https://coincu.com/tron-0-33-ada-0-85-struggle-as-blockdag-presale-grows/,media_link,200,deleted,,200,still_live_or_needs_purge
361884,361883,xrp-targets-5-xlm-eyes-0-60-as-blockdags-presale-soars-to-405,https://coincu.com/xrp-targets-5-xlm-eyes-0-60-as-blockdags-presale-soars-to-405/,media_link,200,deleted,,200,still_live_or_needs_purge
361367,361366,ondo-breaks-out-dogecoin-targets-1-and-blockdags-presale-hits-405m,https://coincu.com/ondo-breaks-out-dogecoin-targets-1-and-blockdags-presale-hits-405m/,media_link,200,deleted,,200,still_live_or_needs_purge
361255,361254,blockdag-0-0013-entry-dashboard-v4-presale-outshines-polygon-cardano,https://coincu.com/blockdag-0-0013-entry-dashboard-v4-presale-outshines-polygon-cardano/,media_link,200,deleted,,200,still_live_or_needs_purge
361252,361251,trump-coin-steady-pi-network-slows-blockdag-almost-405m-presale-leads,https://coincu.com/trump-coin-steady-pi-network-slows-blockdag-almost-405m-presale-leads/,media_link,200,deleted,,200,still_live_or_needs_purge
361250,361249,solana-cools-ondo-climbs-blockdag-dominates-with-403m-presale,https://coincu.com/solana-cools-ondo-climbs-blockdag-dominates-with-403m-presale/,media_link,200,deleted,,200,still_live_or_needs_purge
361241,361240,eth-stalls-sol-battles-202-but-blockdags-404m-presale-leads,https://coincu.com/eth-stalls-sol-battles-202-but-blockdags-404m-presale-leads/,media_link,200,deleted,,200,still_live_or_needs_purge
